name	field	rank	overall	h_index	cites_per_paper	academic_rep	employer_rep
University of Cape Town	agriculture-forestry	101-150					
The University of Exeter	agriculture-forestry	101-150		87.9	99.0		
University of Manitoba	agriculture-forestry	101-150					
University of Missouri, Columbia	agriculture-forestry	101-150		82.3	93.0		
University of Otago	agriculture-forestry	101-150		79.6	92.0		
University of Parma	agriculture-forestry	101-150			91.9		
University of Pretoria	agriculture-forestry	101-150		83.5			
University of Tasmania	agriculture-forestry	101-150		83.0	93.1		
The University of Tennessee, Knoxville	agriculture-forestry	101-150		84.4	93.3		
University of Tsukuba	agriculture-forestry	101-150				58.4	
University of Washington	agriculture-forestry	101-150		89.7	95.4		
University of Zurich	agriculture-forestry	101-150		86.7	95.2		
Utah State University	agriculture-forestry	101-150		81.0	93.4		
Bangor University	agriculture-forestry	151-200			92.0		
Chiang Mai University	agriculture-forestry	151-200					65.9
Chiba University	agriculture-forestry	151-200					
Chungnam National University	agriculture-forestry	151-200					
Clemson University	agriculture-forestry	151-200					
Dalhousie University	agriculture-forestry	151-200			92.3		69.3
Florida State University	agriculture-forestry	151-200					
Indian Institute of Technology Kharagpur (IIT-KGP)	agriculture-forestry	151-200					
James Cook University	agriculture-forestry	151-200		86.0	95.4		
Justus-Liebig-University Giessen	agriculture-forestry	151-200					
King Abdullah University of Science & Technology (KAUST)	agriculture-forestry	151-200			94.0		
King Saud University	agriculture-forestry	151-200		83.3			
Kobe University	agriculture-forestry	151-200					
Louisiana State University	agriculture-forestry	151-200					
Martin-Luther-Universität Halle-Wittenberg	agriculture-forestry	151-200			93.4		
Nanjing University	agriculture-forestry	151-200					
Oklahoma State University	agriculture-forestry	151-200					72.3
Prince of Songkla University	agriculture-forestry	151-200					
Queen's University Belfast	agriculture-forestry	151-200			94.2		
RMIT University	agriculture-forestry	151-200					
Sapienza University of Rome	agriculture-forestry	151-200					
Sungkyunkwan University(SKKU)	agriculture-forestry	151-200					
Technische Universität Dresden	agriculture-forestry	151-200					
Texas Tech University	agriculture-forestry	151-200					
Universidad Austral de Chile	agriculture-forestry	151-200					66.9
Universidad de Concepción	agriculture-forestry	151-200					65.1
Universidad de Sevilla	agriculture-forestry	151-200					
Universidade Federal de Lavras	agriculture-forestry	151-200					
Università Cattolica del Sacro Cuore	agriculture-forestry	151-200					
Catania University	agriculture-forestry	151-200					
Università degli Studi di Udine	agriculture-forestry	151-200					
University of Pisa	agriculture-forestry	151-200					
Université de Lorraine	agriculture-forestry	151-200			91.7		
Université du Québec	agriculture-forestry	151-200			94.2		
Université Paris-Saclay	agriculture-forestry	151-200		85.4	94.8		
University of Calgary	agriculture-forestry	151-200					
University of Eastern Finland	agriculture-forestry	151-200					
University of Kansas	agriculture-forestry	151-200			92.1		71.3
University of Kentucky	agriculture-forestry	151-200					
University of Kwazulu-Natal	agriculture-forestry	151-200					
Université de Liège	agriculture-forestry	151-200					
University of Lisbon	agriculture-forestry	151-200		79.4			
University of New England Australia	agriculture-forestry	151-200					67.3
University of Porto	agriculture-forestry	151-200			91.8		
University of St Andrews	agriculture-forestry	151-200			93.8		
University of the Philippines	agriculture-forestry	151-200					71.3
University of Zagreb	agriculture-forestry	151-200					
Western Sydney University	agriculture-forestry	151-200		80.7	97.7		
Alexandria University	agriculture-forestry	201-250					
Aristotle University of Thessaloniki	agriculture-forestry	201-250					
Asian Institute of Technology, Thailand	agriculture-forestry	201-250				58.5	67.1
Auburn University	agriculture-forestry	201-250					
Cairo University	agriculture-forestry	201-250					
Chonnam National University	agriculture-forestry	201-250					
Chung-Ang University (CAU)	agriculture-forestry	201-250					
Curtin University	agriculture-forestry	201-250			91.6		
EGE UNIVERSITY	agriculture-forestry	201-250					
Harper Adams University	agriculture-forestry	201-250					99.2
The Hebrew University of Jerusalem	agriculture-forestry	201-250					
Isfahan University of Technology	agriculture-forestry	201-250					
Khon Kaen University	agriculture-forestry	201-250					
Konkuk University	agriculture-forestry	201-250					
Kyungpook National University	agriculture-forestry	201-250					
La Trobe University	agriculture-forestry	201-250					64.6
Leibniz University Hannover	agriculture-forestry	201-250					
Middle East Technical University	agriculture-forestry	201-250					
Murdoch University	agriculture-forestry	201-250					
Quaid-i-Azam University	agriculture-forestry	201-250					
Shandong University	agriculture-forestry	201-250					
Tecnológico de Monterrey	agriculture-forestry	201-250					73.6
Universidad de Antioquia	agriculture-forestry	201-250					
Universidad de la República (Udelar)	agriculture-forestry	201-250					
University of Salamanca	agriculture-forestry	201-250					
Universidad Nacional de La Plata (UNLP)	agriculture-forestry	201-250					
Universidade Católica Portuguesa - UCP	agriculture-forestry	201-250					
Universidade de Brasília	agriculture-forestry	201-250					
Universidade de Santiago de Compostela	agriculture-forestry	201-250					
Universidade Federal de Minas Gerais	agriculture-forestry	201-250					
Universidade Federal de Santa Catarina	agriculture-forestry	201-250					
Universidade Federal do Rio Grande Do Sul	agriculture-forestry	201-250					
Universidade Nova de Lisboa	agriculture-forestry	201-250					
Università degli Studi di Perugia	agriculture-forestry	201-250					
Gadjah Mada University	agriculture-forestry	201-250				59.7	70.3
University of Bordeaux	agriculture-forestry	201-250			93.8		
Université PSL	agriculture-forestry	201-250			93.2		
University of Arkansas Fayetteville	agriculture-forestry	201-250					
University of Coimbra	agriculture-forestry	201-250					
University of Debrecen	agriculture-forestry	201-250					64.1
University of Delhi	agriculture-forestry	201-250					
University of Hawaiʻi at Mānoa	agriculture-forestry	201-250		79.9			
University of Montana Missoula	agriculture-forestry	201-250		82.3	98.0		
The University of Newcastle, Australia (UON)	agriculture-forestry	201-250					
University of Stirling	agriculture-forestry	201-250					
University of Tartu	agriculture-forestry	201-250			93.8		
University of Tehran	agriculture-forestry	201-250					
University of Wollongong	agriculture-forestry	201-250					
Wuhan University	agriculture-forestry	201-250					66.7
Yonsei University	agriculture-forestry	201-250					
Royal Veterinary College , University of London	agriculture-forestry	251-300					
Ain Shams University	agriculture-forestry	251-300					
Ankara Üniversitesi	agriculture-forestry	251-300					
Banaras Hindu University	agriculture-forestry	251-300					
Chalmers University of Technology	agriculture-forestry	251-300					
Charles Sturt University	agriculture-forestry	251-300					
Cranfield University	agriculture-forestry	251-300					
Griffith University	agriculture-forestry	251-300					
Jeonbuk National University	agriculture-forestry	251-300					
Kangwon National University	agriculture-forestry	251-300					
London School of Hygiene & Tropical Medicine	agriculture-forestry	251-300					
Makerere University	agriculture-forestry	251-300					
Mendel University in Brno	agriculture-forestry	251-300					
Okayama University	agriculture-forestry	251-300					
Palacký University Olomouc	agriculture-forestry	251-300					
Poznan University of Life Sciences	agriculture-forestry	251-300					
Pusan National University	agriculture-forestry	251-300					
Sant'Anna - Scuola Universitaria Superiore Pisa	agriculture-forestry	251-300					
Shiraz University	agriculture-forestry	251-300					
Sichuan Agricultural University	agriculture-forestry	251-300					
Szent Istvan University	agriculture-forestry	251-300					
Tel Aviv University	agriculture-forestry	251-300					
Tongji University	agriculture-forestry	251-300					
Universidad Autónoma Chapingo	agriculture-forestry	251-300				58.5	
Universidad Autónoma Metropolitana (UAM)	agriculture-forestry	251-300					
Universidad de Costa Rica	agriculture-forestry	251-300					
Universidad de Talca	agriculture-forestry	251-300					
Universidad Nacional de Córdoba - UNC	agriculture-forestry	251-300					
Universidade Federal de Santa Maria	agriculture-forestry	251-300					
Universidade Federal de São Carlos (UFSCar)	agriculture-forestry	251-300					
Universidade Federal do Paraná - UFPR	agriculture-forestry	251-300					
Universita' Politecnica delle Marche	agriculture-forestry	251-300					
University of Palermo	agriculture-forestry	251-300					
Universität Innsbruck	agriculture-forestry	251-300					
Universitat Politècnica de Catalunya · BarcelonaTech (UPC)	agriculture-forestry	251-300					
Université de Strasbourg	agriculture-forestry	251-300					
Universite libre de Bruxelles	agriculture-forestry	251-300					
Université Paul Sabatier Toulouse III	agriculture-forestry	251-300					
Universiti Teknologi Malaysia	agriculture-forestry	251-300					
University of Agricultural Sciences and Veterinary Medicine Cluj-Napoca	agriculture-forestry	251-300				58.1	
University of Canberra	agriculture-forestry	251-300					
University of Connecticut	agriculture-forestry	251-300		79.4	95.5		
University of Iowa	agriculture-forestry	251-300					
University of North Texas	agriculture-forestry	251-300					
University of Novi Sad	agriculture-forestry	251-300					
University of Patras	agriculture-forestry	251-300					
University of South Bohemia	agriculture-forestry	251-300			97.8		
University of Surrey	agriculture-forestry	251-300					
University of Technology Sydney	agriculture-forestry	251-300					
University of Witwatersrand	agriculture-forestry	251-300					
Addis Ababa University	agriculture-forestry	301-350					
Arid Agriculture University	agriculture-forestry	301-350					
Babes-Bolyai University	agriculture-forestry	301-350					
Chungbuk National University	agriculture-forestry	301-350					
COMSATS University Islamabad	agriculture-forestry	301-350					
Eötvös Loránd University	agriculture-forestry	301-350					
Ewha Womans University	agriculture-forestry	301-350					
Flinders University	agriculture-forestry	301-350					
Florida International University	agriculture-forestry	301-350					68.7
Gyeongsang National University	agriculture-forestry	301-350					
Istanbul University	agriculture-forestry	301-350					
Kagoshima University	agriculture-forestry	301-350					
Masaryk University	agriculture-forestry	301-350					
Michigan Technological University	agriculture-forestry	301-350					
Mississippi State University	agriculture-forestry	301-350					
National Sun Yat-sen University	agriculture-forestry	301-350					
National Tsing Hua University	agriculture-forestry	301-350					
National University of Ireland Galway	agriculture-forestry	301-350					
University of New Brunswick	agriculture-forestry	301-350					
Ohio University	agriculture-forestry	301-350					
Pontificia Universidad Católica de Valparaíso	agriculture-forestry	301-350					65.7
Shandong Agricultural University	agriculture-forestry	301-350					
Slovak University of Agriculture in Nitra	agriculture-forestry	301-350					
Southern Cross University	agriculture-forestry	301-350					
Sultan Qaboos University	agriculture-forestry	301-350					
Tarbiat Modares University	agriculture-forestry	301-350					
Tianjin University	agriculture-forestry	301-350					
United Arab Emirates University	agriculture-forestry	301-350					
Universidad Autónoma de Nuevo León	agriculture-forestry	301-350					
Universidad de Santiago de Chile (USACH)	agriculture-forestry	301-350					
Universidad Nacional Agraria la Molina	agriculture-forestry	301-350					64.5
Universidad Nacional de Rosario (UNR)	agriculture-forestry	301-350					
University of Trento	agriculture-forestry	301-350					
Universität Regensburg	agriculture-forestry	301-350					
Aix-Marseille University	agriculture-forestry	301-350					
Université de Lille	agriculture-forestry	301-350					
Université de Sherbrooke	agriculture-forestry	301-350					
University of Bari	agriculture-forestry	301-350					
University of Belgrade	agriculture-forestry	301-350					
University of Delaware	agriculture-forestry	301-350					
University of Idaho	agriculture-forestry	301-350		79.9	94.2		
University of Karachi	agriculture-forestry	301-350					
University of Lincoln	agriculture-forestry	301-350					
University of Maine	agriculture-forestry	301-350			91.8		
Universiti Malaysia Sabah (UMS)	agriculture-forestry	301-350					
University of Nairobi	agriculture-forestry	301-350					
University of South Florida	agriculture-forestry	301-350					
University of the Punjab	agriculture-forestry	301-350					
University of the Sunshine Coast	agriculture-forestry	301-350					
University of Vermont	agriculture-forestry	301-350			96.6		
Vytautas Magnus University	agriculture-forestry	301-350					66.5
Assiut University	agriculture-forestry	351-400					
Bahauddin Zakariya University	agriculture-forestry	351-400					
Bandung Institute of Technology (ITB)	agriculture-forestry	351-400					72.7
Brigham Young University	agriculture-forestry	351-400					
Can Tho University	agriculture-forestry	351-400					
Comenius University in Bratislava	agriculture-forestry	351-400					
Corvinus University of Budapest	agriculture-forestry	351-400					
Cukurova University	agriculture-forestry	351-400					
Dongguk University	agriculture-forestry	351-400					
Ferdowsi University of Mashhad	agriculture-forestry	351-400					
George Mason University	agriculture-forestry	351-400					
Georgia State University	agriculture-forestry	351-400					
Hanyang University	agriculture-forestry	351-400					
Jilin University	agriculture-forestry	351-400					66.6
Lanzhou University	agriculture-forestry	351-400					
Mansoura University	agriculture-forestry	351-400					
Memorial University of Newfoundland	agriculture-forestry	351-400					
Nanchang University	agriculture-forestry	351-400			92.2		
New Mexico State University	agriculture-forestry	351-400					
Northeast Agricultural University	agriculture-forestry	351-400					
Pukyong National University	agriculture-forestry	351-400					
Russian State Agrarian University - Moscow Timiryazev Agricultural Academy	agriculture-forestry	351-400				58.1	72.6
Sichuan University	agriculture-forestry	351-400					
Tamil Nadu Agricultural University	agriculture-forestry	351-400					
